number,formid,form.section_1_visit_information.visit_date,form.section_1_visit_information.crop_stage,form.section_1_visit_information.crops_observed_during_this_visit,form.section_1_visit_information.select_crop_condition.crop_condition_maize,form.section_1_visit_information.select_crop_condition.crop_condition_rice,form.section_1_visit_information.select_crop_condition.crop_condition_groundnuts,form.section_2_livestock_monitoring.which_livestock_were_observed_during_this_visit,form.section_2_livestock_monitoring.select_livestock_condition.goat_condition,form.section_2_livestock_monitoring.select_livestock_condition.rabbit_condition,form.section_3_adoption_of_recommended_practices.has_the_farmer_adopted_the_recommended_farming_practices,form.section_3_adoption_of_recommended_practices.which_recommended_practices_have_been_adopted,form.section_4_farm_challenges.what_challenges_were_observed_during_the_visit,form.section_4_farm_challenges.additional_comments,form.section_4_farm_challenges.capture_farm_photograph,form.section_5_farm_location.capture_monitoring_visit_gps,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,monitoring_duration_minutes,monitoring_latitude,monitoring_longitude,registration_latitude,registration_longitude,gps_distance_meters,gps_within_expected_range
34,a031fb5e-6c59-48b8-be86-20b2342f0e67,2026-06-14,harvesting,groundnuts maize,fair,---,fair,rabbits,---,good,yes,proper_spacing timely_weeding improved_seed fertilizer_application pest_management improved_livestock_housing,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/a031fb5e-6c59-48b8-be86-20b2342f0e67/1784314816978.jpg,10.3619066 7.2970983 0.0 20.0,0a326799-435b-476a-abfc-ed6ba0d8395f,2026-06-14 15:13:00,2026-06-14 15:08:00,tester_03,2026-06-14 15:13:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a031fb5e-6c59-48b8-be86-20b2342f0e67/,tester_03,5.0,10.3619066,7.2970983,10.3617605,7.2973221,29.37973281611698,Yes
35,a98211c8-8a51-43f2-b314-d2ec2c75de16,2026-06-02,harvesting,maize,fair,---,---,goats,good,---,no,---,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/a98211c8-8a51-43f2-b314-d2ec2c75de16/1784377970253.jpg,10.2500655 7.5475217 0.0 20.0,c82f5468-cb66-4289-b22b-8b7a72a0a54b,2026-06-02 08:45:00,2026-06-02 08:41:00,tester_03,2026-06-02 08:45:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a98211c8-8a51-43f2-b314-d2ec2c75de16/,tester_03,4.0,10.2500655,7.5475217,10.2505118,7.5473845,51.84730530381812,Yes
36,9b823243-ce21-4fd9-aa2a-3ecd24431354,2026-04-10,vegetative_growth,maize,poor,---,---,goats,poor,---,yes,improved_livestock_housing timely_weeding pest_management improved_seed,poor_rainfall,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/9b823243-ce21-4fd9-aa2a-3ecd24431354/1784999520362.jpg,10.2508284 7.5470431 0.0 20.0,c82f5468-cb66-4289-b22b-8b7a72a0a54b,2026-04-10 12:30:00,2026-04-10 12:23:00,tester_03,2026-04-10 12:30:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9b823243-ce21-4fd9-aa2a-3ecd24431354/,tester_03,7.0,10.2508284,7.5470431,10.2505118,7.5473845,51.33046019379895,Yes
37,7492f55d-bba5-4ac9-acfe-707008b0896e,2026-07-11,planting,rice maize,fair,good,---,---,---,---,yes,timely_weeding pest_management,crop_disease flooding,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/7492f55d-bba5-4ac9-acfe-707008b0896e/1783776458766.jpg,10.5789554 7.2831802 0.0 20.0,4f71ef13-3dd3-41bf-a73b-47229b955f9d,2026-07-11 09:49:00,2026-07-11 09:45:00,tester_03,2026-07-11 09:49:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7492f55d-bba5-4ac9-acfe-707008b0896e/,tester_03,4.0,10.5789554,7.2831802,10.5790361,7.2831152,11.445563171055037,Yes
38,e35df2ff-d996-477f-a418-cff63d1fe4fe,2026-11-04,harvesting,maize rice,good,good,---,---,---,---,yes,improved_seed fertilizer_application improved_livestock_housing timely_weeding,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/e35df2ff-d996-477f-a418-cff63d1fe4fe/1783953193534.jpg,10.5791249 7.2830024 0.0 20.0,4f71ef13-3dd3-41bf-a73b-47229b955f9d,2026-11-04 09:16:00,2026-11-04 09:12:00,tester_03,2026-11-04 09:16:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e35df2ff-d996-477f-a418-cff63d1fe4fe/,tester_03,4.0,10.5791249,7.2830024,10.5790361,7.2831152,15.79610246178877,Yes
39,264e6a98-ee96-4ffd-94a3-220037bc5bcf,2026-11-15,planting,rice,---,good,---,---,---,---,yes,timely_weeding proper_spacing,crop_disease livestock_disease,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/264e6a98-ee96-4ffd-94a3-220037bc5bcf/1783755522028.jpg,10.5788245 7.2831811 0.0 20.0,4f71ef13-3dd3-41bf-a73b-47229b955f9d,2026-11-15 08:37:00,2026-11-15 08:32:00,tester_03,2026-11-15 08:37:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/264e6a98-ee96-4ffd-94a3-220037bc5bcf/,tester_03,5.0,10.5788245,7.2831811,10.5790361,7.2831152,24.606760071687024,Yes
40,1c7d4f2c-d7be-42d9-9259-7faf80cd0d4d,2026-07-01,planting,groundnuts rice,---,fair,poor,goats,fair,---,yes,fertilizer_application pest_management proper_spacing improved_livestock_housing timely_weeding improved_seed,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/1c7d4f2c-d7be-42d9-9259-7faf80cd0d4d/1783189602370.jpg,10.2319916 7.2159618 0.0 20.0,1013332a-613c-4337-a8e6-b1a215ae7f79,2026-07-01 15:35:00,2026-07-01 15:27:00,tester_02,2026-07-01 15:35:28,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1c7d4f2c-d7be-42d9-9259-7faf80cd0d4d/,tester_02,8.0,10.2319916,7.2159618,10.2321767,7.2159443,20.671072992454345,Yes
41,d4f752e3-49fc-44d7-ab88-95101d09c2c8,2026-08-16,planting,rice maize,poor,good,---,goats,fair,---,partially,improved_seed,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/d4f752e3-49fc-44d7-ab88-95101d09c2c8/1783539572735.jpg,10.2322640 7.2161171 0.0 20.0,1013332a-613c-4337-a8e6-b1a215ae7f79,2026-08-16 11:18:00,2026-08-16 11:12:00,tester_02,2026-08-16 11:18:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d4f752e3-49fc-44d7-ab88-95101d09c2c8/,tester_02,6.0,10.232264,7.2161171,10.2321767,7.2159443,21.255076204978426,Yes
42,894906d3-7800-48a0-97f1-e343eca83e1f,2026-07-07,land_preparation,groundnuts,---,---,good,goats,fair,---,yes,fertilizer_application proper_spacing,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/894906d3-7800-48a0-97f1-e343eca83e1f/1783706299306.jpg,10.2323914 7.2158778 0.0 20.0,1013332a-613c-4337-a8e6-b1a215ae7f79,2026-07-07 12:41:00,2026-07-07 12:36:00,tester_02,2026-07-07 12:41:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/894906d3-7800-48a0-97f1-e343eca83e1f/,tester_02,5.0,10.2323914,7.2158778,10.2321767,7.2159443,24.95794657686272,Yes
43,a41b35aa-8d0c-44a0-8273-3cf7af2f8f80,2026-07-07,vegetative_growth,maize rice,good,poor,---,---,---,---,yes,timely_weeding pest_management improved_seed fertilizer_application improved_livestock_housing proper_spacing,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/a41b35aa-8d0c-44a0-8273-3cf7af2f8f80/1783771238038.jpg,10.3294785 7.5876137 0.0 20.0,174ac534-5424-4f95-b1dc-5ead465fa5e4,2026-07-07 09:01:00,2026-07-07 08:58:00,tester_01,2026-07-07 09:01:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a41b35aa-8d0c-44a0-8273-3cf7af2f8f80/,tester_01,3.0,10.3294785,7.5876137,10.3293095,7.5880739,53.73557104120103,Yes
44,0210c97b-fec2-4bc2-a724-0756a6eb4c6c,2026-09-18,harvesting,maize,good,---,---,---,---,---,partially,proper_spacing pest_management,feed_shortage crop_disease,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/0210c97b-fec2-4bc2-a724-0756a6eb4c6c/1783265633477.jpg,10.3290460 7.5877189 0.0 20.0,174ac534-5424-4f95-b1dc-5ead465fa5e4,2026-09-18 12:24:00,2026-09-18 12:22:00,tester_01,2026-09-18 12:24:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0210c97b-fec2-4bc2-a724-0756a6eb4c6c/,tester_01,2.0,10.329046,7.5877189,10.3293095,7.5880739,48.64769658894458,Yes
45,aaa5a05a-e039-4e5c-ac45-e4be28d70eb1,2026-07-30,land_preparation,rice,---,good,---,---,---,---,yes,proper_spacing pest_management improved_livestock_housing improved_seed,lack_of_fertilizer,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/aaa5a05a-e039-4e5c-ac45-e4be28d70eb1/1784713228525.jpg,10.4032392 7.3092921 0.0 20.0,22026480-160d-44b7-b828-a30c66199a84,2026-07-30 17:02:00,2026-07-30 16:54:00,tester_05,2026-07-30 17:02:30,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/aaa5a05a-e039-4e5c-ac45-e4be28d70eb1/,tester_05,8.0,10.4032392,7.3092921,10.4035488,7.30937,35.464504059263255,Yes
46,999b301d-ec04-4093-8b76-b60760a831bd,2026-08-01,harvesting,rice,---,good,---,---,---,---,partially,pest_management,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/999b301d-ec04-4093-8b76-b60760a831bd/1784783814063.jpg,10.4031989 7.3095203 0.0 20.0,22026480-160d-44b7-b828-a30c66199a84,2026-08-01 10:42:00,2026-08-01 10:36:00,tester_05,2026-08-01 10:42:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/999b301d-ec04-4093-8b76-b60760a831bd/,tester_05,6.0,10.4031989,7.3095203,10.4035488,7.30937,42.237020840311565,Yes
47,596766f4-62b1-49c9-9643-31a58e10e773,2026-07-03,vegetative_growth,rice,---,fair,---,---,---,---,yes,timely_weeding improved_livestock_housing proper_spacing improved_seed pest_management,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/596766f4-62b1-49c9-9643-31a58e10e773/1784378476337.jpg,10.4034730 7.3089608 0.0 20.0,22026480-160d-44b7-b828-a30c66199a84,2026-07-03 15:41:00,2026-07-03 15:38:00,tester_05,2026-07-03 15:41:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/596766f4-62b1-49c9-9643-31a58e10e773/,tester_05,3.0,10.403473,7.3089608,10.4035488,7.30937,45.539731219360064,Yes
48,d1699a53-46b9-4451-b63f-a6ea4813fd7d,2026-06-15,vegetative_growth,groundnuts,---,---,good,---,---,---,yes,timely_weeding proper_spacing pest_management improved_livestock_housing,livestock_disease lack_of_fertilizer,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/d1699a53-46b9-4451-b63f-a6ea4813fd7d/1784508705094.jpg,10.4652849 7.5286622 0.0 20.0,b44b3301-065a-43fc-858a-56b7bff8a739,2026-06-15 11:38:00,2026-06-15 11:31:00,tester_04,2026-06-15 11:38:23,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d1699a53-46b9-4451-b63f-a6ea4813fd7d/,tester_04,7.0,10.4652849,7.5286622,10.4654755,7.528299,45.01544682347296,Yes
49,c638b8fe-ccb5-418a-99dc-c05796a114c8,2026-06-29,harvesting,rice maize,good,poor,---,---,---,---,yes,improved_livestock_housing improved_seed pest_management proper_spacing fertilizer_application,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/c638b8fe-ccb5-418a-99dc-c05796a114c8/1783245606461.jpg,10.2395271 7.4538741 0.0 20.0,e8e063e3-8651-4e03-b652-a28d76e8d466,2026-06-29 09:01:00,2026-06-29 08:59:00,tester_04,2026-06-29 09:01:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c638b8fe-ccb5-418a-99dc-c05796a114c8/,tester_04,2.0,10.2395271,7.4538741,10.2393773,7.4534991,44.28593458373202,Yes
50,630550cf-7922-429b-9920-3df65afdcdbc,2026-08-24,planting,maize groundnuts,poor,---,poor,---,---,---,yes,pest_management improved_seed timely_weeding,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/630550cf-7922-429b-9920-3df65afdcdbc/1784111712986.jpg,10.2391638 7.4533465 0.0 20.0,e8e063e3-8651-4e03-b652-a28d76e8d466,2026-08-24 15:44:00,2026-08-24 15:36:00,tester_04,2026-08-24 15:44:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/630550cf-7922-429b-9920-3df65afdcdbc/,tester_04,8.0,10.2391638,7.4533465,10.2393773,7.4534991,29.024471702001566,Yes
51,363e2e37-f210-4503-9381-30bf9568ca8e,2026-07-07,flowering,groundnuts,---,---,good,goats,good,---,yes,proper_spacing fertilizer_application improved_livestock_housing pest_management timely_weeding,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/363e2e37-f210-4503-9381-30bf9568ca8e/1783416146945.jpg,10.5846772 7.4763761 0.0 20.0,271d4428-b412-466b-bc8b-36a1aa7fd656,2026-07-07 08:42:00,2026-07-07 08:39:00,tester_07,2026-07-07 08:42:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/363e2e37-f210-4503-9381-30bf9568ca8e/,tester_07,3.0,10.5846772,7.4763761,10.5848116,7.4761254,31.21254789299235,Yes
52,cc2b8236-c64d-4950-b2b4-b96a0354a84d,2026-04-12,planting,groundnuts,---,---,fair,goats,poor,---,yes,pest_management improved_livestock_housing improved_seed,pest_infestation livestock_disease lack_of_fertilizer,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/cc2b8236-c64d-4950-b2b4-b96a0354a84d/1784679128465.jpg,10.5851370 7.4760374 0.0 20.0,271d4428-b412-466b-bc8b-36a1aa7fd656,2026-04-12 14:32:00,2026-04-12 14:30:00,tester_07,2026-04-12 14:32:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cc2b8236-c64d-4950-b2b4-b96a0354a84d/,tester_07,2.0,10.585137,7.4760374,10.5848116,7.4761254,37.439490595604795,Yes
53,b3eeaa0f-f7e5-4b0b-92e9-dd0a751274d0,2026-08-26,land_preparation,groundnuts rice,---,good,poor,goats,good,---,yes,pest_management improved_seed timely_weeding,pest_infestation lack_of_fertilizer feed_shortage,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b3eeaa0f-f7e5-4b0b-92e9-dd0a751274d0/1784165650046.jpg,10.2527489 7.5641265 0.0 20.0,8ac8882e-5497-40d9-8cf9-9a66131b9724,2026-08-26 13:50:00,2026-08-26 13:47:00,tester_06,2026-08-26 13:50:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b3eeaa0f-f7e5-4b0b-92e9-dd0a751274d0/,tester_06,3.0,10.2527489,7.5641265,10.2525647,7.5638511,36.43598568628122,Yes
54,fd6928f7-7200-4a68-a442-24c33b202242,2026-05-26,planting,rice groundnuts,---,fair,poor,goats,good,---,yes,improved_livestock_housing pest_management improved_seed,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/fd6928f7-7200-4a68-a442-24c33b202242/1784468987229.jpg,10.2528120 7.5634707 0.0 20.0,8ac8882e-5497-40d9-8cf9-9a66131b9724,2026-05-26 15:13:00,2026-05-26 15:07:00,tester_06,2026-05-26 15:13:27,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/fd6928f7-7200-4a68-a442-24c33b202242/,tester_06,6.0,10.252812,7.5634707,10.2525647,7.5638511,49.88640805536608,Yes
55,f78aa55f-7a22-464b-b5ee-c27f39468b1b,2026-05-09,land_preparation,maize rice,poor,good,---,goats,fair,---,yes,improved_livestock_housing fertilizer_application,feed_shortage lack_of_fertilizer,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/f78aa55f-7a22-464b-b5ee-c27f39468b1b/1784268210589.jpg,10.2529181 7.5634886 0.0 20.0,8ac8882e-5497-40d9-8cf9-9a66131b9724,2026-05-09 13:11:00,2026-05-09 13:05:00,tester_06,2026-05-09 13:11:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f78aa55f-7a22-464b-b5ee-c27f39468b1b/,tester_06,6.0,10.2529181,7.5634886,10.2525647,7.5638511,55.83433463379565,Yes
56,ae7f70b4-1b52-42a3-91d1-44d94ca6f6b3,2026-09-03,flowering,rice maize groundnuts,fair,good,fair,goats,fair,---,partially,pest_management timely_weeding,pest_infestation livestock_disease,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/ae7f70b4-1b52-42a3-91d1-44d94ca6f6b3/1784264535897.jpg,10.5772353 7.3312996 0.0 20.0,f76e166e-3ac0-4bd2-81a5-21c0369334be,2026-09-03 10:53:00,2026-09-03 10:51:00,tester_01,2026-09-03 10:53:30,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ae7f70b4-1b52-42a3-91d1-44d94ca6f6b3/,tester_01,2.0,10.5772353,7.3312996,10.5772677,7.3312025,11.2083619286624,Yes
57,8f28cf32-e0a6-4225-b994-e4433569a181,2026-10-19,land_preparation,rice groundnuts,---,good,poor,goats,poor,---,yes,pest_management proper_spacing fertilizer_application improved_livestock_housing improved_seed,pest_infestation,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/8f28cf32-e0a6-4225-b994-e4433569a181/1784347807226.jpg,10.5775258 7.3308418 0.0 20.0,f76e166e-3ac0-4bd2-81a5-21c0369334be,2026-10-19 15:43:00,2026-10-19 15:40:00,tester_01,2026-10-19 15:43:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8f28cf32-e0a6-4225-b994-e4433569a181/,tester_01,3.0,10.5775258,7.3308418,10.5772677,7.3312025,48.76580926408204,Yes
58,5b86200f-4261-4999-9a51-6e388f1d305e,2026-11-07,planting,rice,---,fair,---,goats,good,---,yes,improved_seed improved_livestock_housing,flooding feed_shortage,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/5b86200f-4261-4999-9a51-6e388f1d305e/1784649791847.jpg,10.2402263 7.4741428 0.0 20.0,eeda2206-36f7-4732-923d-23c8e68132ed,2026-11-07 14:09:00,2026-11-07 14:01:00,tester_07,2026-11-07 14:09:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5b86200f-4261-4999-9a51-6e388f1d305e/,tester_07,8.0,10.2402263,7.4741428,10.2397418,7.4742721,55.70082193403223,Yes
59,5933b09b-cf89-4722-91ae-7fabdb2cd1b2,2026-06-26,vegetative_growth,rice,---,poor,---,goats,fair,---,no,---,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/5933b09b-cf89-4722-91ae-7fabdb2cd1b2/1784309802789.jpg,10.2395312 7.4739401 0.0 20.0,eeda2206-36f7-4732-923d-23c8e68132ed,2026-06-26 11:21:00,2026-06-26 11:14:00,tester_07,2026-06-26 11:21:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5933b09b-cf89-4722-91ae-7fabdb2cd1b2/,tester_07,7.0,10.2395312,7.4739401,10.2397418,7.4742721,43.22225844523666,Yes
60,bf40a36c-0de7-47f0-9bb7-1441bed4e3a1,2026-10-24,planting,rice,---,fair,---,goats,good,---,no,---,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/bf40a36c-0de7-47f0-9bb7-1441bed4e3a1/1783078863024.jpg,10.2401568 7.4745282 0.0 20.0,eeda2206-36f7-4732-923d-23c8e68132ed,2026-10-24 12:33:00,2026-10-24 12:29:00,tester_07,2026-10-24 12:33:22,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bf40a36c-0de7-47f0-9bb7-1441bed4e3a1/,tester_07,4.0,10.2401568,7.4745282,10.2397418,7.4742721,53.988485237104754,Yes
61,9d0be823-ba12-498d-afc2-12f52cf7c218,2026-04-30,vegetative_growth,rice groundnuts,---,fair,good,goats,poor,---,no,---,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/9d0be823-ba12-498d-afc2-12f52cf7c218/1784653235642.jpg,10.2058668 7.3061050 0.0 20.0,5c050ca4-6a0d-4371-a71f-00cffe5ef21c,2026-04-30 16:16:00,2026-04-30 16:12:00,tester_03,2026-04-30 16:16:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9d0be823-ba12-498d-afc2-12f52cf7c218/,tester_03,4.0,10.2058668,7.306105,10.2063124,7.306147,49.76118665891087,Yes
62,c78d5a8d-db83-42a4-9c18-b3e2703fd183,2026-09-04,vegetative_growth,rice groundnuts,---,fair,fair,goats,fair,---,yes,proper_spacing improved_livestock_housing pest_management,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/c78d5a8d-db83-42a4-9c18-b3e2703fd183/1783642267788.jpg,10.2063944 7.3063538 0.0 20.0,5c050ca4-6a0d-4371-a71f-00cffe5ef21c,2026-09-04 12:18:00,2026-09-04 12:13:00,tester_03,2026-09-04 12:18:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c78d5a8d-db83-42a4-9c18-b3e2703fd183/,tester_03,5.0,10.2063944,7.3063538,10.2063124,7.306147,24.398984562988783,Yes
63,1b2d3870-560b-4c08-af9e-92591d908cec,2026-06-17,flowering,maize,fair,---,---,---,---,---,no,---,feed_shortage livestock_disease,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/1b2d3870-560b-4c08-af9e-92591d908cec/1784007680814.jpg,10.3525554 7.4387679 0.0 20.0,b990a12f-41f4-47d9-bebb-09947ef84d81,2026-06-17 12:50:00,2026-06-17 12:45:00,tester_05,2026-06-17 12:50:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1b2d3870-560b-4c08-af9e-92591d908cec/,tester_05,5.0,10.3525554,7.4387679,10.3523618,7.4389567,29.831610736317188,Yes
64,d1f778bf-f9d8-47e4-8a01-3d5eef11c20d,2026-05-25,planting,maize,fair,---,---,---,---,---,yes,improved_seed proper_spacing improved_livestock_housing fertilizer_application timely_weeding,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/d1f778bf-f9d8-47e4-8a01-3d5eef11c20d/1784110687092.jpg,10.3524528 7.4388958 0.0 20.0,b990a12f-41f4-47d9-bebb-09947ef84d81,2026-05-25 15:54:00,2026-05-25 15:50:00,tester_05,2026-05-25 15:54:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d1f778bf-f9d8-47e4-8a01-3d5eef11c20d/,tester_05,4.0,10.3524528,7.4388958,10.3523618,7.4389567,12.114656385084205,Yes
65,b59233f1-72b9-414a-90b3-83ef7af48e75,2026-07-16,planting,maize,poor,---,---,---,---,---,partially,pest_management,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/b59233f1-72b9-414a-90b3-83ef7af48e75/1784648752935.jpg,10.3526723 7.4385630 0.0 20.0,b990a12f-41f4-47d9-bebb-09947ef84d81,2026-07-16 11:31:00,2026-07-16 11:24:00,tester_05,2026-07-16 11:31:30,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b59233f1-72b9-414a-90b3-83ef7af48e75/,tester_05,7.0,10.3526723,7.438563,10.3523618,7.4389567,55.19620903055287,Yes
66,5468b605-49b4-41d6-b793-8239d29b681c,2026-04-10,vegetative_growth,rice maize,poor,poor,---,goats rabbits,poor,fair,yes,improved_seed timely_weeding proper_spacing fertilizer_application improved_livestock_housing,no_major_challenge,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/5468b605-49b4-41d6-b793-8239d29b681c/1784706083671.jpg,10.4400452 7.3410732 0.0 20.0,c0b82cfc-acdf-45b2-bff9-cf5abf6f13a9,2026-04-10 09:07:00,2026-04-10 09:03:00,tester_01,2026-04-10 09:07:25,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5468b605-49b4-41d6-b793-8239d29b681c/,tester_01,4.0,10.4400452,7.3410732,10.440164,7.3406585,47.23396257093779,Yes
