number,formid,form.section_1_training_information.training_date,form.section_1_training_information.training_topic.choice,form.section_1_training_information.training_topic.specify_other,form.section_1_training_information.training_venue,form.section_1_training_information.trainer_name,form.section_2_attendance.did_the_farmer_attend_the_training,form.section_2_attendance.attendance_status,form.section_2_attendance.reason_for_partial_attendance,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,training_duration_minutes
64,41d64ea0-0878-4ba2-8078-aea111039338,2026-07-07,other,Financial Literacy,Extension Office,Trainer 5,yes,full_attendance,,19f02339-2f77-43b5-91fd-52b3c9adb61e,2026-07-07 15:29:00,2026-07-07 15:26:00,tester_04,2026-07-07 15:29:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/41d64ea0-0878-4ba2-8078-aea111039338/,tester_04,3.0
65,3e9cee77-8bda-4130-a208-a48013c2f15b,2026-07-17,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 2,yes,partial_attendance,left_early,5c9e0864-51c7-46e9-bcc6-f04aed9b6304,2026-07-17 14:49:00,2026-07-17 14:42:00,tester_07,2026-07-17 14:49:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3e9cee77-8bda-4130-a208-a48013c2f15b/,tester_07,7.0
66,452f2b70-256a-4689-9a1a-7aa9e8b5863d,2026-03-08,good_agronomic_practices,,Village Square,Trainer 1,yes,partial_attendance,left_early,875efcd8-94b0-401b-b411-df2c31531165,2026-03-08 12:53:00,2026-03-08 12:46:00,tester_04,2026-03-08 12:53:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/452f2b70-256a-4689-9a1a-7aa9e8b5863d/,tester_04,7.0
67,661e2ac7-1e77-4838-b340-d8262e47495c,2026-07-13,soil_fertility_management,,Farmer Cooperative Centre,Trainer 4,no,,,d0fb8af4-3f6c-4923-a8c3-c54b4308a68b,2026-07-13 13:42:00,2026-07-13 13:34:00,tester_03,2026-07-13 13:42:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/661e2ac7-1e77-4838-b340-d8262e47495c/,tester_03,8.0
68,121f9ab3-f637-480a-82cf-84fe43e33609,2026-05-02,pest_and_disease_management,,Community Hall,Trainer 3,yes,full_attendance,,441276d4-a87e-402b-89d8-048f1f31d9bc,2026-05-02 12:13:00,2026-05-02 12:07:00,tester_01,2026-05-02 12:13:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/121f9ab3-f637-480a-82cf-84fe43e33609/,tester_01,6.0
69,55e6a3ac-7fc3-44e1-b618-b57109c1ed35,2026-03-25,soil_fertility_management,,Community Hall,Trainer 1,yes,full_attendance,,e7187207-f504-441d-816d-3bd6c56ba4ca,2026-03-25 08:09:00,2026-03-25 08:04:00,tester_06,2026-03-25 08:09:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/55e6a3ac-7fc3-44e1-b618-b57109c1ed35/,tester_06,5.0
70,e8302dff-229f-488c-8a77-39f5f157b587,2026-05-08,livestock_management,,Community Hall,Trainer 5,no,,,cddde652-cc48-4184-a388-83d5733e4255,2026-05-08 08:27:00,2026-05-08 08:21:00,tester_07,2026-05-08 08:27:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e8302dff-229f-488c-8a77-39f5f157b587/,tester_07,6.0
71,565ded77-8adc-4240-8f56-81a270255a39,2026-08-01,good_agronomic_practices,,Community Hall,Trainer 2,yes,full_attendance,,43d01743-6137-42b4-9f71-f2ac11c87db3,2026-08-01 14:26:00,2026-08-01 14:23:00,tester_01,2026-08-01 14:26:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/565ded77-8adc-4240-8f56-81a270255a39/,tester_01,3.0
72,238a572f-0d48-498c-bbea-f1c118e14c6a,2026-06-05,pest_and_disease_management,,Primary School,Trainer 1,yes,full_attendance,,df15a028-1602-4592-8cd4-a4ed31aeb278,2026-06-05 09:30:00,2026-06-05 09:28:00,tester_02,2026-06-05 09:30:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/238a572f-0d48-498c-bbea-f1c118e14c6a/,tester_02,2.0
73,c4dc88db-83ea-45ee-b2ed-56c08921183c,2026-09-16,other,Post Harvest Handling,Farmer Cooperative Centre,Trainer 2,yes,full_attendance,,ade896a8-edc7-43ad-bb15-ae4fdc81c650,2026-09-16 11:04:00,2026-09-16 11:00:00,tester_04,2026-09-16 11:04:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c4dc88db-83ea-45ee-b2ed-56c08921183c/,tester_04,4.0
74,94e33ca1-d2c9-4776-a1e2-7e470e5ceba7,2026-07-10,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 1,yes,partial_attendance,left_early,a9218157-3c09-40b2-9c50-c97606c1f4ff,2026-07-10 08:33:00,2026-07-10 08:29:00,tester_01,2026-07-10 08:33:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/94e33ca1-d2c9-4776-a1e2-7e470e5ceba7/,tester_01,4.0
75,118c04e4-557d-4ab6-8b09-bbef11945107,2026-08-20,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,0288577f-8c20-44b2-b4fe-24066185fea6,2026-08-20 08:26:00,2026-08-20 08:22:00,tester_04,2026-08-20 08:26:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/118c04e4-557d-4ab6-8b09-bbef11945107/,tester_04,4.0
76,d256a62f-fe17-43bd-896c-fc327673f65f,2026-06-30,record_keeping,,Extension Office,Trainer 1,yes,full_attendance,,b0021fd2-b5c2-4571-8dc3-0b4b46312e0f,2026-06-30 12:42:00,2026-06-30 12:34:00,tester_03,2026-06-30 12:42:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d256a62f-fe17-43bd-896c-fc327673f65f/,tester_03,8.0
77,028dab81-0217-4fd4-a2a3-bf52d46a3b27,2026-01-28,good_agronomic_practices,,Primary School,Trainer 4,yes,full_attendance,,9c57a6ab-0781-4274-a821-75971f271db1,2026-01-28 14:03:00,2026-01-28 13:58:00,tester_03,2026-01-28 14:03:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/028dab81-0217-4fd4-a2a3-bf52d46a3b27/,tester_03,5.0
78,761a47ff-e2d1-4661-ba55-bc5bc14947d1,2026-09-14,soil_fertility_management,,Village Square,Trainer 5,yes,full_attendance,,4138cedb-fbad-4504-a9d5-ac5bae53bb35,2026-09-14 14:17:00,2026-09-14 14:12:00,tester_05,2026-09-14 14:17:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/761a47ff-e2d1-4661-ba55-bc5bc14947d1/,tester_05,5.0
79,f29ffa82-ccc5-413d-8cf4-81ad1c1b1490,2026-04-29,livestock_management,,Village Square,Trainer 4,yes,full_attendance,,74c83c0d-6a15-4b01-9a09-bbf3d0f12a1f,2026-04-29 14:21:00,2026-04-29 14:19:00,tester_04,2026-04-29 14:21:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f29ffa82-ccc5-413d-8cf4-81ad1c1b1490/,tester_04,2.0
80,073bb14a-6475-4c9c-b51e-32286246af80,2026-09-02,livestock_management,,Primary School,Trainer 1,yes,full_attendance,,58b8f08c-4922-4e78-9973-6b10e07dd27e,2026-09-02 15:33:00,2026-09-02 15:29:00,tester_02,2026-09-02 15:33:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/073bb14a-6475-4c9c-b51e-32286246af80/,tester_02,4.0
81,4f9cd95e-7c19-4d7e-b3db-79056260bbbd,2026-07-22,irrigation_and_water_management,,Community Hall,Trainer 5,no,,,d96bdf8c-d534-469b-8671-e1f4d14fa725,2026-07-22 08:53:00,2026-07-22 08:45:00,tester_07,2026-07-22 08:53:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4f9cd95e-7c19-4d7e-b3db-79056260bbbd/,tester_07,8.0
82,f46e3922-8f41-4cc1-ba45-5d310aefd85b,2026-03-18,soil_fertility_management,,Village Square,Trainer 5,yes,partial_attendance,left_early,bcff89e9-f48b-40b2-88b3-1af6c68e588f,2026-03-18 14:31:00,2026-03-18 14:24:00,tester_07,2026-03-18 14:31:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f46e3922-8f41-4cc1-ba45-5d310aefd85b/,tester_07,7.0
83,6ab4d991-0d9b-4406-b176-f4e4c326caea,2026-05-31,irrigation_and_water_management,,Primary School,Trainer 2,yes,full_attendance,,34df99e0-1d16-4203-a4c9-c37e11580578,2026-05-31 11:03:00,2026-05-31 11:01:00,tester_01,2026-05-31 11:03:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6ab4d991-0d9b-4406-b176-f4e4c326caea/,tester_01,2.0
84,12a1f362-ce58-4b50-b1d0-a9bfa29be6c0,2026-06-23,record_keeping,,Extension Office,Trainer 1,yes,full_attendance,,fb4d9b3d-b80b-44f3-a202-1ad31d9c8320,2026-06-23 15:14:00,2026-06-23 15:10:00,tester_02,2026-06-23 15:14:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/12a1f362-ce58-4b50-b1d0-a9bfa29be6c0/,tester_02,4.0
85,43f2924d-ef59-45dc-a4a4-52a80bf5c9a5,2026-08-15,record_keeping,,Village Square,Trainer 4,yes,full_attendance,,3f875489-8497-43f5-8d9b-c24f79659b2d,2026-08-15 13:56:00,2026-08-15 13:51:00,tester_04,2026-08-15 13:56:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/43f2924d-ef59-45dc-a4a4-52a80bf5c9a5/,tester_04,5.0
86,c4b3f8a8-5525-4cb4-b279-a1865aa92182,2026-04-27,pest_and_disease_management,,Primary School,Trainer 5,yes,full_attendance,,7fb8e487-db04-42fe-87c1-8e792c9788c9,2026-04-27 08:21:00,2026-04-27 08:15:00,tester_01,2026-04-27 08:21:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c4b3f8a8-5525-4cb4-b279-a1865aa92182/,tester_01,6.0
87,a18d8b5c-3b03-4f4f-9a12-328e7f5f9236,2026-10-06,soil_fertility_management,,Primary School,Trainer 1,yes,full_attendance,,69f2d90c-b8ed-442b-b535-ac71711379b4,2026-10-06 08:25:00,2026-10-06 08:21:00,tester_05,2026-10-06 08:25:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a18d8b5c-3b03-4f4f-9a12-328e7f5f9236/,tester_05,4.0
88,bf7fa239-a485-484e-8718-0299200c7875,2026-04-07,other,Post Harvest Handling,Village Square,Trainer 2,yes,full_attendance,,b0f673a7-8683-4826-867a-5c76f8baf9b1,2026-04-07 14:40:00,2026-04-07 14:36:00,tester_03,2026-04-07 14:40:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bf7fa239-a485-484e-8718-0299200c7875/,tester_03,4.0
89,8f818919-725c-4b69-a220-96b892ab904d,2026-05-07,other,Climate Smart Agriculture,Community Hall,Trainer 4,yes,full_attendance,,bb28f073-152a-43a0-b61e-30b0671c41b7,2026-05-07 13:31:00,2026-05-07 13:29:00,tester_02,2026-05-07 13:31:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8f818919-725c-4b69-a220-96b892ab904d/,tester_02,2.0
90,f7637a53-78ab-4cb6-b8de-2e10e0fc4d13,2026-04-14,good_agronomic_practices,,Community Hall,Trainer 2,yes,full_attendance,,c78d59b1-cbb7-4e9c-93c2-952ba7c38dab,2026-04-14 14:44:00,2026-04-14 14:36:00,tester_07,2026-04-14 14:44:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f7637a53-78ab-4cb6-b8de-2e10e0fc4d13/,tester_07,8.0
91,58a9f801-ea44-4a15-a731-ca56f5edb1c7,2026-06-16,pest_and_disease_management,,Extension Office,Trainer 1,yes,full_attendance,,1ceaf52f-3b1b-44ed-a166-462151a24617,2026-06-16 08:30:00,2026-06-16 08:23:00,tester_04,2026-06-16 08:30:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/58a9f801-ea44-4a15-a731-ca56f5edb1c7/,tester_04,7.0
92,e67f93b8-acb6-45bb-a2d4-884ee0c3b078,2026-04-19,livestock_management,,Farmer Cooperative Centre,Trainer 5,no,,,2317a7b5-efb4-4625-a5e1-cc41b83359f5,2026-04-19 15:50:00,2026-04-19 15:42:00,tester_07,2026-04-19 15:50:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e67f93b8-acb6-45bb-a2d4-884ee0c3b078/,tester_07,8.0
93,f854f48a-7edf-432c-8e07-900839293765,2026-08-06,other,Post Harvest Handling,Farmer Cooperative Centre,Trainer 4,no,,,8705d1f8-2b65-456f-9d2f-7c43e029a6a4,2026-08-06 15:04:00,2026-08-06 14:59:00,tester_03,2026-08-06 15:04:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f854f48a-7edf-432c-8e07-900839293765/,tester_03,5.0
94,cc534c55-584d-4166-a24d-46e0062570bb,2026-08-08,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 1,no,,,fe0754ae-1535-47d1-b574-730995a41f5e,2026-08-08 10:43:00,2026-08-08 10:38:00,tester_04,2026-08-08 10:43:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cc534c55-584d-4166-a24d-46e0062570bb/,tester_04,5.0
95,686fb50a-e445-46c5-8c3c-f67df6177dae,2026-06-13,good_agronomic_practices,,Extension Office,Trainer 4,yes,full_attendance,,a01d3cff-7ab2-4679-b83e-5bf1d45dcf15,2026-06-13 12:39:00,2026-06-13 12:34:00,tester_03,2026-06-13 12:39:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/686fb50a-e445-46c5-8c3c-f67df6177dae/,tester_03,5.0
96,82912c29-b3ad-4f42-b593-03643cf6e56f,2026-06-05,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 5,yes,full_attendance,,a27580f0-c58e-4a3c-b433-f26f9ee3e6c7,2026-06-05 15:45:00,2026-06-05 15:42:00,tester_06,2026-06-05 15:45:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/82912c29-b3ad-4f42-b593-03643cf6e56f/,tester_06,3.0
97,9664b4f6-73f6-4212-b6e2-3ca71a12d1a4,2026-02-04,good_agronomic_practices,,Primary School,Trainer 5,yes,full_attendance,,eb071f6c-bd04-4888-bb37-6511a5f59c91,2026-02-04 09:27:00,2026-02-04 09:19:00,tester_03,2026-02-04 09:27:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9664b4f6-73f6-4212-b6e2-3ca71a12d1a4/,tester_03,8.0
98,4713ee75-83f4-432c-bf68-33e67350ffe1,2026-04-19,irrigation_and_water_management,,Community Hall,Trainer 3,yes,full_attendance,,c49a82cc-ab6f-4282-a2ce-6d4665d408bc,2026-04-19 10:36:00,2026-04-19 10:34:00,tester_02,2026-04-19 10:36:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4713ee75-83f4-432c-bf68-33e67350ffe1/,tester_02,2.0
99,457057d2-0542-4301-bff9-ab79e88cdcbb,2026-05-28,pest_and_disease_management,,Community Hall,Trainer 1,no,,,b710bbfd-2ce4-419f-95cf-02d2ecc83c95,2026-05-28 14:36:00,2026-05-28 14:30:00,tester_04,2026-05-28 14:36:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/457057d2-0542-4301-bff9-ab79e88cdcbb/,tester_04,6.0
100,b7842b9b-ba8d-4c58-ac9e-b5d0446e6c77,2026-08-07,livestock_management,,Primary School,Trainer 1,yes,full_attendance,,75da109f-c5ab-4782-951c-0bc366b9c350,2026-08-07 09:16:00,2026-08-07 09:14:00,tester_01,2026-08-07 09:16:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b7842b9b-ba8d-4c58-ac9e-b5d0446e6c77/,tester_01,2.0
101,125b497b-4fe3-4f44-afa4-ab9e4e3b6698,2026-03-21,good_agronomic_practices,,Community Hall,Trainer 4,yes,full_attendance,,73f96881-45b0-46c6-bce7-b3d1978c7237,2026-03-21 11:53:00,2026-03-21 11:50:00,tester_06,2026-03-21 11:53:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/125b497b-4fe3-4f44-afa4-ab9e4e3b6698/,tester_06,3.0
102,73bb458e-170d-4ebd-8986-1e5a8ef00475,2026-05-17,good_agronomic_practices,,Extension Office,Trainer 2,no,,,b6dff166-6d68-410c-8456-dd785fabbe9f,2026-05-17 13:04:00,2026-05-17 12:58:00,tester_03,2026-05-17 13:04:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/73bb458e-170d-4ebd-8986-1e5a8ef00475/,tester_03,6.0
103,50170cfc-f65c-4ade-8751-5a926d56e631,2026-07-04,other,Financial Literacy,Primary School,Trainer 5,no,,,41475ca0-f690-4608-ab45-8a2ee3719198,2026-07-04 09:05:00,2026-07-04 09:01:00,tester_04,2026-07-04 09:05:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/50170cfc-f65c-4ade-8751-5a926d56e631/,tester_04,4.0
104,2460fe7d-dcb8-4d4f-a09f-86c4cb73bae2,2026-04-29,irrigation_and_water_management,,Extension Office,Trainer 5,yes,full_attendance,,0c547d24-a58b-47e5-b02b-4027fb1997fc,2026-04-29 15:45:00,2026-04-29 15:42:00,tester_02,2026-04-29 15:45:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2460fe7d-dcb8-4d4f-a09f-86c4cb73bae2/,tester_02,3.0
105,224b61c9-270a-4c41-9338-2e7d83b672b1,2026-03-01,record_keeping,,Primary School,Trainer 1,no,,,46409c6d-1227-4ddf-a73f-c7ab4f66322e,2026-03-01 13:22:00,2026-03-01 13:16:00,tester_06,2026-03-01 13:22:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/224b61c9-270a-4c41-9338-2e7d83b672b1/,tester_06,6.0
106,69a2e8c6-ca2e-470b-aff9-6ae38c3656c6,2026-05-10,other,Financial Literacy,Community Hall,Trainer 2,yes,full_attendance,,a37063c2-7ffd-4ca8-a3d7-67bd1416ea13,2026-05-10 13:08:00,2026-05-10 13:02:00,tester_06,2026-05-10 13:08:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/69a2e8c6-ca2e-470b-aff9-6ae38c3656c6/,tester_06,6.0
107,aff766b2-25f3-4ce8-8e69-c8ab2932f436,2026-09-16,irrigation_and_water_management,,Village Square,Trainer 3,yes,full_attendance,,eb01897e-e714-4588-b015-e74456612f13,2026-09-16 11:58:00,2026-09-16 11:54:00,tester_01,2026-09-16 11:58:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/aff766b2-25f3-4ce8-8e69-c8ab2932f436/,tester_01,4.0
108,044eade5-4ad1-4e1f-a9bc-b11b91ff8912,2026-03-15,other,Financial Literacy,Extension Office,Trainer 4,yes,full_attendance,,c0712b02-fdf9-4915-9489-a4f4b059f4af,2026-03-15 16:01:00,2026-03-15 15:54:00,tester_02,2026-03-15 16:01:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/044eade5-4ad1-4e1f-a9bc-b11b91ff8912/,tester_02,7.0
109,6122bdc8-5f5f-444f-9557-a65372010ac9,2026-04-03,pest_and_disease_management,,Primary School,Trainer 3,yes,full_attendance,,a314941b-0b91-4439-acaa-5c313316b474,2026-04-03 08:07:00,2026-04-03 07:59:00,tester_02,2026-04-03 08:07:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6122bdc8-5f5f-444f-9557-a65372010ac9/,tester_02,8.0
110,a9d5c4cd-95bc-4cba-a5a6-0bed0c654750,2026-07-09,pest_and_disease_management,,Primary School,Trainer 5,yes,full_attendance,,1cf5148d-09a3-424d-aa86-db73ad58df96,2026-07-09 14:04:00,2026-07-09 13:56:00,tester_04,2026-07-09 14:04:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a9d5c4cd-95bc-4cba-a5a6-0bed0c654750/,tester_04,8.0
111,c31b8737-9269-4396-afc8-6fc0d2b5f597,2026-01-27,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 2,yes,full_attendance,,4939ef34-ee4a-4252-ac4a-bad8b8284ea4,2026-01-27 13:03:00,2026-01-27 12:55:00,tester_07,2026-01-27 13:03:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c31b8737-9269-4396-afc8-6fc0d2b5f597/,tester_07,8.0
112,6e1c8afb-533f-4d3f-aeb2-40b37fcfb25b,2026-08-24,other,Financial Literacy,Extension Office,Trainer 2,yes,full_attendance,,3dd5b35f-9a39-4719-96ef-291a06fc2b9f,2026-08-24 14:05:00,2026-08-24 13:57:00,tester_01,2026-08-24 14:05:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6e1c8afb-533f-4d3f-aeb2-40b37fcfb25b/,tester_01,8.0
113,c1ca44cd-01fc-4adc-9157-a9dd7cf24e5b,2026-05-18,pest_and_disease_management,,Village Square,Trainer 1,yes,full_attendance,,f48ad988-2212-4512-9751-7ddb7dc28c80,2026-05-18 09:09:00,2026-05-18 09:03:00,tester_06,2026-05-18 09:09:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c1ca44cd-01fc-4adc-9157-a9dd7cf24e5b/,tester_06,6.0
114,80d14f21-ea44-4293-bbf5-7c3d60fb88e9,2026-04-06,irrigation_and_water_management,,Primary School,Trainer 1,yes,partial_attendance,left_early,5b4c79a8-608a-4ef8-af42-084f2f78fec3,2026-04-06 10:40:00,2026-04-06 10:37:00,tester_01,2026-04-06 10:40:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/80d14f21-ea44-4293-bbf5-7c3d60fb88e9/,tester_01,3.0
115,86f145ba-f8f6-4e04-89ed-4ff635860e12,2026-08-01,irrigation_and_water_management,,Primary School,Trainer 2,yes,partial_attendance,personal_emergency,e1e889e0-f5e9-4b80-9202-e9700232995d,2026-08-01 09:26:00,2026-08-01 09:18:00,tester_06,2026-08-01 09:26:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/86f145ba-f8f6-4e04-89ed-4ff635860e12/,tester_06,8.0
116,efae685f-5818-4d38-aff2-4e4591b07b1d,2026-05-16,soil_fertility_management,,Farmer Cooperative Centre,Trainer 4,yes,full_attendance,,258c2cdb-199a-4dfe-9b3c-a8e7007b7673,2026-05-16 13:51:00,2026-05-16 13:49:00,tester_01,2026-05-16 13:51:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/efae685f-5818-4d38-aff2-4e4591b07b1d/,tester_01,2.0
117,477b53af-24e5-4445-b5a3-593dc10b557d,2026-01-28,livestock_management,,Village Square,Trainer 4,yes,full_attendance,,8e892ae5-bb41-4eea-be68-3e302ea003f6,2026-01-28 09:45:00,2026-01-28 09:41:00,tester_06,2026-01-28 09:45:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/477b53af-24e5-4445-b5a3-593dc10b557d/,tester_06,4.0
118,a0c89739-d07b-4391-a6ee-046b21f2b863,2026-07-28,good_agronomic_practices,,Primary School,Trainer 5,yes,partial_attendance,personal_emergency,66c50107-ddc6-4725-aed3-75e0a11a08a3,2026-07-28 10:12:00,2026-07-28 10:09:00,tester_05,2026-07-28 10:12:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a0c89739-d07b-4391-a6ee-046b21f2b863/,tester_05,3.0
119,96314973-8062-49cd-9bda-19e8eaaeb756,2026-06-24,irrigation_and_water_management,,Community Hall,Trainer 3,yes,partial_attendance,left_early,9756c8d5-9080-4299-9b4f-bfa7858b5068,2026-06-24 09:21:00,2026-06-24 09:13:00,tester_01,2026-06-24 09:21:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/96314973-8062-49cd-9bda-19e8eaaeb756/,tester_01,8.0
120,182e3f08-0393-49d7-93e0-a1c48d5dfda1,2026-08-02,record_keeping,,Primary School,Trainer 5,yes,full_attendance,,172c685f-402d-432d-8061-972be7807144,2026-08-02 11:30:00,2026-08-02 11:26:00,tester_05,2026-08-02 11:30:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/182e3f08-0393-49d7-93e0-a1c48d5dfda1/,tester_05,4.0
121,c5a76420-fd04-4e1e-a19f-8c501e21f630,2026-06-25,soil_fertility_management,,Primary School,Trainer 4,yes,full_attendance,,4bcef7e7-a50c-407d-ad8e-efe3fa090faf,2026-06-25 09:58:00,2026-06-25 09:54:00,tester_06,2026-06-25 09:58:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c5a76420-fd04-4e1e-a19f-8c501e21f630/,tester_06,4.0
122,da4f01c8-d674-4818-ab03-6a15899d314c,2026-03-03,pest_and_disease_management,,Village Square,Trainer 5,yes,full_attendance,,7a90b8f3-3c96-47e6-acc1-b913437d210e,2026-03-03 15:23:00,2026-03-03 15:20:00,tester_01,2026-03-03 15:23:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/da4f01c8-d674-4818-ab03-6a15899d314c/,tester_01,3.0
123,df238cbe-8255-46ea-aed9-500e5b6164dd,2026-07-04,soil_fertility_management,,Primary School,Trainer 4,yes,full_attendance,,a4d846f2-8896-4975-b31b-78e436d98d6f,2026-07-04 15:46:00,2026-07-04 15:43:00,tester_02,2026-07-04 15:46:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/df238cbe-8255-46ea-aed9-500e5b6164dd/,tester_02,3.0
124,78376df8-acd8-4a29-b499-a7a542a92a33,2026-08-01,record_keeping,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,6e3cae33-8808-4061-9742-37c39ae3397a,2026-08-01 09:54:00,2026-08-01 09:50:00,tester_03,2026-08-01 09:54:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/78376df8-acd8-4a29-b499-a7a542a92a33/,tester_03,4.0
125,5d776dde-4610-48dc-8de2-2d0d6365006b,2026-05-18,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 1,yes,partial_attendance,arrived_late,94ad5b5f-f6ee-48f8-8523-4c307d1e4ddb,2026-05-18 09:06:00,2026-05-18 09:02:00,tester_02,2026-05-18 09:06:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5d776dde-4610-48dc-8de2-2d0d6365006b/,tester_02,4.0
